文件名称,截图时间,设备型号,用户
Screenshot_2023-10-27-16-34-52-100_com.salt.music.jpg,2023-10-27 16:34:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-27-19-01-50-935_com.tencent.mm.jpg,2023-10-27 19:01:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-27-21-10-19-370_tv.danmaku.bili.jpg,2023-10-27 21:10:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-27-21-50-05-654_com.microsoft.emmx.jpg,2023-10-27 21:50:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-27-21-50-09-040_com.microsoft.emmx.jpg,2023-10-27 21:50:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-27-21-50-01-967_com.microsoft.emmx.jpg,2023-10-27 21:50:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-27-22-37-52-724_com.microsoft.emmx.jpg,2023-10-27 22:37:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-13-29-03-267_com.android.settings.jpg,2023-10-28 13:29:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-13-42-47-769_com.miui.weather2.jpg,2023-10-28 13:42:04,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-13-43-01-101_com.xiaomi.smarthome.jpg,2023-10-28 13:43:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-14-03-52-648_com.suda.yzune.wakeupschedule.jpg,2023-10-28 14:03:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-14-10-49-685_com.yek.android.kfc.activitys.jpg,2023-10-28 14:10:04,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-14-10-55-693_com.yek.android.kfc.activitys-edit.jpg,2023-10-28 14:10:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-14-28-16-280_com.tencent.news.jpg,2023-10-28 14:28:01,Xiaomi 12S Pro,老妈
Screenshot_2023-10-28-17-00-18-908_com.tencent.news.jpg,2023-10-28 17:00:01,Xiaomi 12S Pro,老妈
Screenshot_2023-10-28-20-03-54-169_tv.danmaku.bili.jpg,2023-10-28 20:03:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-20-04-00-818_tv.danmaku.bili.jpg,2023-10-28 20:04:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-20-04-04-172_tv.danmaku.bili.jpg,2023-10-28 20:04:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-20-04-07-337_tv.danmaku.bili.jpg,2023-10-28 20:04:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-20-04-10-621_tv.danmaku.bili.jpg,2023-10-28 20:04:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-20-04-14-015_tv.danmaku.bili.jpg,2023-10-28 20:04:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-21-30-50-000_com.mcdonalds.gma.cn.jpg,2023-10-28 21:30:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-22-33-25-536_tv.danmaku.bili.jpg,2023-10-28 22:33:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-22-33-28-207_tv.danmaku.bili.jpg,2023-10-28 22:33:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-28-23-24-26-451_com.tencent.mm.jpg,2023-10-28 23:24:02,Xiaomi 12S Pro,老妈
Screenshot_2023-10-28-23-30-39-010_com.coolapk.market.jpg,2023-10-28 23:30:03,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-13-31-21-508_tv.danmaku.bili.jpg,2023-10-29 13:31:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-13-31-25-356_tv.danmaku.bili.jpg,2023-10-29 13:31:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-14-20-11-560_com.sankuai.meituan.jpg,2023-10-29 14:20:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-15-12-10-211_com.miui.gallery.jpg,2023-10-29 15:12:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-15-16-14-341_com.android.settings.jpg,2023-10-29 15:16:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-17-27-39-100_com.xiaomi.shop.jpg,2023-10-29 17:27:03,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-18-22-28-937_com.android.settings.jpg,2023-10-29 18:22:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-19-39-05-996_com.xiaomi.market.jpg,2023-10-29 19:39:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-20-55-14-346_com.miui.mediaeditor.jpg,2023-10-29 20:55:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-20-55-18-102_com.miui.mediaeditor.jpg,2023-10-29 20:55:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-20-55-16-924_com.miui.mediaeditor.jpg,2023-10-29 20:55:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-21-27-05-825_com.tencent.mobileqq.jpg,2023-10-29 21:27:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-21-27-46-331_com.tencent.mobileqq.jpg,2023-10-29 21:27:04,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-22-26-36-953_com.tencent.mobileqq.jpg,2023-10-29 22:26:03,Redmi Note 12 Turbo,自己
Screenshot_2023-10-29-23-33-40-215_com.PigeonGames.Phigros.jpg,2023-10-29 23:33:04,Xiaomi Pad 5 Xiaomi Pad 5 Pro Wi-Fi,自己
Screenshot_2023-10-29-23-37-18-199_com.PigeonGames.Phigros.jpg,2023-10-29 23:37:01,Xiaomi Pad 5 Xiaomi Pad 5 Pro Wi-Fi,自己
Screenshot_2023-10-29-23-51-01-996_com.xiaomi.shop.jpg,2023-10-29 23:51:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-02-10-40-428_com.xiaomi.shop.jpg,2023-10-30 02:10:04,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-02-12-42-159_com.xiaomi.shop.jpg,2023-10-30 02:12:04,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-02-25-58-634_com.xiaomi.shop.jpg,2023-10-30 02:25:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-10-54-46-011_com.jingdong.app.mall.jpg,2023-10-30 10:54:04,Xiaomi 12S Pro,老妈
Screenshot_2023-10-30-10-56-32-705_com.ss.android.ugc.aweme.jpg,2023-10-30 10:56:03,Xiaomi 12S Pro,老妈
Screenshot_2023-10-30-11-28-29-902_com.sina.weibo.jpg,2023-10-30 11:28:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-11-50-46-434_com.sina.weibo.jpg,2023-10-30 11:50:04,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-20-25-29-241_com.tencent.mobileqq.jpg,2023-10-30 20:25:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-20-25-35-988_com.tencent.mobileqq.jpg,2023-10-30 20:25:03,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-21-34-58-546_com.tencent.mm.jpg,2023-10-30 21:34:05,Xiaomi 12S Pro,老妈
Screenshot_2023-10-30-22-32-29-467_com.finalwire.aida64.jpg,2023-10-30 22:32:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-22-39-16-997_com.futuremark.dmandroid.application.jpg,2023-10-30 22:39:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-22-39-26-814_com.futuremark.dmandroid.application.jpg,2023-10-30 22:39:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-30-23-05-54-603_com.tencent.mobileqq.jpg,2023-10-30 23:05:05,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-01-41-19-389_com.xunmeng.pinduoduo.jpg,2023-10-31 01:41:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-10-14-27-759_com.tencent.mobileqq.jpg,2023-10-31 10:14:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-10-14-24-748_com.tencent.mobileqq.jpg,2023-10-31 10:14:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-12-28-02-778_com.tencent.mm.jpg,2023-10-31 12:28:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-12-28-15-736_com.android.mms.jpg,2023-10-31 12:28:01,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-12-32-24-880_com.android.settings.jpg,2023-10-31 12:32:02,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-12-46-46-201_com.tencent.mm.jpg,2023-10-31 12:46:04,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-12-47-08-007_com.tencent.mm.jpg,2023-10-31 12:47:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-17-47-42-552_com.eg.android.AlipayGphone.jpg,2023-10-31 17:47:04,Xiaomi 12S Pro,老妈
Screenshot_2023-10-31-18-06-08-555_com.xiaomi.shop.jpg,2023-10-31 18:06:00,Redmi Note 12 Turbo,自己
Screenshot_2023-10-31-22-28-25-237_com.tencent.mm.jpg,2023-10-31 22:28:02,Xiaomi 12S Pro,老妈
Screenshot_2023-10-31-22-46-04-951_com.tencent.mm.jpg,2023-10-31 22:46:00,Xiaomi 12S Pro,老妈
Screenshot_2023-11-01-08-06-17-107_info.muge.appshare.jpg,2023-11-01 08:06:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-09-28-06-690_com.futuremark.dmandroid.application.jpg,2023-11-01 09:28:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-09-28-13-241_com.futuremark.dmandroid.application.jpg,2023-11-01 09:28:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-09-58-27-085_com.miui.home.jpg,2023-11-01 09:58:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-09-58-44-620_com.tencent.mobileqq.jpg,2023-11-01 09:58:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-10-13-13-860_com.tencent.mobileqq.jpg,2023-11-01 10:13:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-10-54-23-797_com.android.settings.jpg,2023-11-01 10:54:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-10-58-22-296_com.tencent.mobileqq.jpg,2023-11-01 10:58:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-10-59-27-400_com.tencent.mobileqq.jpg,2023-11-01 10:59:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-12-20-37-828_com.miHoYo.Yuanshen.jpg,2023-11-01 12:20:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-12-24-55-934_com.miHoYo.Yuanshen.jpg,2023-11-01 12:24:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-13-28-38-975_com.miui.securitycenter.jpg,2023-11-01 13:28:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-13-29-38-618_com.miui.securitycenter.jpg,2023-11-01 13:29:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-13-31-24-019_com.miui.securitycenter.jpg,2023-11-01 13:31:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-14-57-00-905_com.coolapk.market.jpg,2023-11-01 14:57:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-10-24-585_com.xiaomi.market.jpg,2023-11-01 15:10:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-16-40-579_com.android.settings.jpg,2023-11-01 15:16:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-18-19-824_com.android.settings-edit.jpg,2023-11-01 15:18:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-20-41-433_com.miui.home.jpg,2023-11-01 15:20:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-29-35-284_com.miui.securitycenter.jpg,2023-11-01 15:29:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-47-45-510_com.coolapk.market.jpg,2023-11-01 15:47:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-52-46-334_com.coolapk.market.jpg,2023-11-01 15:52:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-15-53-17-955_com.coolapk.market.jpg,2023-11-01 15:53:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-39-41-926_com.miui.packageinstaller.jpg,2023-11-01 16:39:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-40-07-205_com.xiaomi.aiasst.vision.jpg,2023-11-01 16:40:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-40-05-220_com.xiaomi.aiasst.vision.jpg,2023-11-01 16:40:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-42-47-208_com.miui.gallery.jpg,2023-11-01 16:42:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-42-48-913_com.miui.gallery.jpg,2023-11-01 16:42:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-46-19-573_com.miui.gallery.jpg,2023-11-01 16:46:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-51-54-483_com.tencent.mobileqq.jpg,2023-11-01 16:51:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-52-13-453_com.tencent.mobileqq.jpg,2023-11-01 16:52:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-52-17-324_com.tencent.mobileqq.jpg,2023-11-01 16:52:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-53-12-155_com.milink.service.jpg,2023-11-01 16:53:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-16-56-03-668_com.mi.health.jpg,2023-11-01 16:56:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-17-27-32-983_com.android.camera.jpg,2023-11-01 17:27:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-17-28-28-871_com.android.camera.jpg,2023-11-01 17:28:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-17-37-59-838_com.tencent.mobileqq.jpg,2023-11-01 17:37:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-17-57-58-443_com.miui.home.jpg,2023-11-01 17:57:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-18-07-00-986_com.tencent.mobileqq.jpg,2023-11-01 18:07:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-19-10-36-880_com.futuremark.dmandroid.application.jpg,2023-11-01 19:10:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-19-13-18-816_com.futuremark.dmandroid.application.jpg,2023-11-01 19:13:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-19-13-14-167_com.futuremark.dmandroid.application.jpg,2023-11-01 19:13:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-19-13-24-785_com.futuremark.dmandroid.application.jpg,2023-11-01 19:13:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-19-39-23-836_com.miui.contentextension.jpg,2023-11-01 19:39:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-19-40-18-452_com.miui.contentextension.jpg,2023-11-01 19:40:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-20-20-17-079_com.android.camera.jpg,2023-11-01 20:20:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-20-20-19-943_com.android.camera.jpg,2023-11-01 20:20:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-20-20-26-949_tv.danmaku.bili.jpg,2023-11-01 20:20:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-20-40-54-445_com.android.fileexplorer.jpg,2023-11-01 20:40:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-20-45-57-045_com.xiaomi.vipaccount.jpg,2023-11-01 20:45:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-22-34-02-627_com.miui.voiceassist.jpg,2023-11-01 22:34:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-22-40-53-811_com.xiaomi.vipaccount.jpg,2023-11-01 22:40:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-22-52-25-169_com.milink.service.jpg,2023-11-01 22:52:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-22-52-28-536_com.microsoft.emmx.jpg,2023-11-01 22:52:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-23-42-29-304_com.miui.mediaeditor.jpg,2023-11-01 23:42:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-01-23-43-56-408_com.miui.gallery.jpg,2023-11-01 23:43:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-00-02-59-530_com.miui.gallery.jpg,2023-11-02 00:02:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-00-03-01-435_com.miui.gallery.jpg,2023-11-02 00:03:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-00-04-10-668_com.miui.gallery.jpg,2023-11-02 00:04:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-00-04-10-668_com.miui.gallery-edit.jpg,2023-11-02 00:04:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-09-09-35-095_com.miHoYo.Yuanshen.jpg,2023-11-02 09:09:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-09-10-14-760_com.miHoYo.Yuanshen.jpg,2023-11-02 09:10:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-09-21-56-780_com.android.fileexplorer.jpg,2023-11-02 09:21:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-11-56-16-048_com.yek.android.kfc.activitys.jpg,2023-11-02 11:56:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-13-11-21-978_tv.danmaku.bili.jpg,2023-11-02 13:11:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-13-11-36-846_tv.danmaku.bili.jpg,2023-11-02 13:11:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-14-59-12-882_com.android.settings.jpg,2023-11-02 14:59:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-15-14-14-263_com.absinthe.libchecker.jpg,2023-11-02 15:14:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-15-17-18-095_com.miui.home.jpg,2023-11-02 15:17:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-02-17-35-11-582_lockscreen.jpg,2023-11-02 17:35:01,Xiaomi 12S Pro,老妈
Screenshot_2023-11-03-09-21-15-404_com.miui.securitycenter.jpg,2023-11-03 09:21:01,Redmi Note 12 Turbo,自己
Screenshot_2023-11-03-10-23-56-298_com.miui.notification.jpg,2023-11-03 10:23:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-03-10-23-59-563_com.miui.notification.jpg,2023-11-03 10:23:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-03-11-35-06-592_com.salt.music.jpg,2023-11-03 11:35:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-03-13-14-22-988_com.antutu.ABenchMark.jpg,2023-11-03 13:14:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-03-16-22-05-949_com.miui.calculator.jpg,2023-11-03 16:22:00,Xiaomi 12S Pro,老妈
Screenshot_2023-11-03-16-22-48-477_com.miui.calculator.jpg,2023-11-03 16:22:04,Xiaomi 12S Pro,老妈
Screenshot_2023-11-03-16-31-54-363_com.miui.calculator.jpg,2023-11-03 16:31:05,Xiaomi 12S Pro,老妈
Screenshot_2023-11-04-10-36-32-000_com.mi.health.jpg,2023-11-04 10:36:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-10-53-10-094_com.xiaomi.vipaccount.jpg,2023-11-04 10:53:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-14-52-14-804_com.coolapk.market.jpg,2023-11-04 14:52:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-15-07-37-256_com.miui.gallery.jpg,2023-11-04 15:07:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-15-08-50-286_com.miui.gallery.jpg,2023-11-04 15:08:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-15-11-24-978_com.android.phone.jpg,2023-11-04 15:11:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-15-11-33-708_com.android.phone-edit.jpg,2023-11-04 15:11:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-16-07-17-497_com.wuba.zhuanzhuan.jpg,2023-11-04 16:07:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-16-33-46-952_com.xiaomi.shop.jpg,2023-11-04 16:33:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-16-51-26-983_com.taptap.jpg,2023-11-04 16:51:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-16-54-39-805_com.taptap.jpg,2023-11-04 16:54:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-01-40-542_com.miui.securitycenter.jpg,2023-11-04 18:01:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-03-43-796_com.wuba.zhuanzhuan.jpg,2023-11-04 18:03:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-04-04-055_com.wuba.zhuanzhuan.jpg,2023-11-04 18:04:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-04-22-717_com.wuba.zhuanzhuan.jpg,2023-11-04 18:04:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-04-36-224_com.wuba.zhuanzhuan.jpg,2023-11-04 18:04:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-09-56-818_com.miui.calculator.jpg,2023-11-04 18:09:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-10-37-031_com.wuba.zhuanzhuan.jpg,2023-11-04 18:10:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-18-10-52-735_com.wuba.zhuanzhuan.jpg,2023-11-04 18:10:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-20-20-11-342_com.xiaomi.shop.jpg,2023-11-04 20:20:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-20-20-23-105_com.xiaomi.shop.jpg,2023-11-04 20:20:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-21-14-01-352_com.coolapk.market.jpg,2023-11-04 21:14:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-04-23-10-45-644_com.litebyte.samhelper.jpg,2023-11-04 23:10:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-11-10-44-824_com.miui.calculator.jpg,2023-11-05 11:10:04,Xiaomi 12S Pro,老妈
Screenshot_2023-11-05-14-43-16-449_com.miui.calculator.jpg,2023-11-05 14:43:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-15-50-26-921_com.coolapk.market.jpg,2023-11-05 15:50:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-16-28-20-119_tv.danmaku.bili.jpg,2023-11-05 16:28:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-16-28-45-159_com.tencent.mm.jpg,2023-11-05 16:28:04,Xiaomi 12S Pro,老妈
Screenshot_2023-11-05-17-10-51-007_com.ss.android.ugc.aweme.jpg,2023-11-05 17:10:05,Xiaomi 12S Pro,老妈
Screenshot_2023-11-05-18-29-14-350_com.suda.yzune.wakeupschedule.jpg,2023-11-05 18:29:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-18-59-17-140_com.tencent.mm.jpg,2023-11-05 18:59:01,Xiaomi 12S Pro,老妈
Screenshot_2023-11-05-20-43-17-406_com.milink.service.jpg,2023-11-05 20:43:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-22-12-12-634_com.sina.weibo.jpg,2023-11-05 22:12:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-22-21-28-373_com.absinthe.libchecker.jpg,2023-11-05 22:21:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-23-15-18-510_com.tencent.mobileqq.jpg,2023-11-05 23:15:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-23-15-21-390_com.tencent.mobileqq.jpg,2023-11-05 23:15:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-23-50-17-062_com.miui.securityadd.jpg,2023-11-05 23:50:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-23-54-02-977_com.miHoYo.Yuanshen.jpg,2023-11-05 23:54:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-23-56-55-144_com.miHoYo.Yuanshen.jpg,2023-11-05 23:56:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-05-23-57-32-564_com.miHoYo.Yuanshen.jpg,2023-11-05 23:57:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-00-43-43-941_com.suda.yzune.wakeupschedule.jpg,2023-11-06 00:43:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-00-50-17-275_com.suda.yzune.wakeupschedule.jpg,2023-11-06 00:50:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-02-03-52-066_tv.danmaku.bili.jpg,2023-11-06 02:03:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-10-30-26-302_com.coolapk.market.jpg,2023-11-06 10:30:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-10-30-28-159_com.coolapk.market.jpg,2023-11-06 10:30:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-10-46-16-724_com.android.camera.jpg,2023-11-06 10:46:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-18-50-101_com.taptap.jpg,2023-11-06 11:18:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-26-44-848_com.miui.securitycenter.jpg,2023-11-06 11:26:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-27-02-941_com.miui.securitycenter.jpg,2023-11-06 11:27:00,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-29-35-967_com.android.settings.jpg,2023-11-06 11:29:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-33-32-838_com.salt.music.jpg,2023-11-06 11:33:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-40-43-313_com.suda.yzune.wakeupschedule.jpg,2023-11-06 11:40:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-51-43-888_com.microsoft.emmx.jpg,2023-11-06 11:51:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-53-59-447_com.microsoft.emmx.jpg,2023-11-06 11:53:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-11-58-31-839_com.xiaomi.misettings.jpg,2023-11-06 11:58:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-12-10-20-544_com.tencent.mobileqq.jpg,2023-11-06 12:10:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-12-19-21-608_com.tencent.mobileqq.jpg,2023-11-06 12:19:02,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-12-27-42-710_com.tencent.mobileqq.jpg,2023-11-06 12:27:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-12-27-45-130_com.tencent.mobileqq.jpg,2023-11-06 12:27:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-12-35-59-902_com.salt.music.jpg,2023-11-06 12:35:05,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-13-42-44-638_com.tungsten.fcl.jpg,2023-11-06 13:42:04,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-16-43-36-916_com.xiaomi.shop.jpg,2023-11-06 16:43:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-19-20-19-567_com.wuba.zhuanzhuan.jpg,2023-11-06 19:20:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-06-19-24-16-320_com.wuba.zhuanzhuan.jpg,2023-11-06 19:24:01,Xiaomi 14 Pro,自己
Screenshot_2023-11-07-10-12-33-962_tv.danmaku.bili.jpg,2023-11-07 10:12:03,Xiaomi 14 Pro,自己
Screenshot_2023-11-07-11-02-41-114_com.tencent.mobileqq.jpg,2023-11-07 11:02:04,Xiaomi 14 Pro,自己
